iter	Logloss
0	0.6235039808
1	0.5618427219
2	0.4949746112
3	0.4462484211
4	0.4004481296
5	0.3623108917
6	0.3241917054
7	0.2910151074
8	0.2627550558
9	0.2360007152
10	0.2105773992
11	0.1896407352
12	0.1719974531
13	0.1552605983
14	0.1408400897
15	0.1274344363
16	0.116839891
17	0.1067070303
18	0.09721294488
19	0.08963797421
20	0.0813450232
21	0.07567576177
22	0.06916184067
23	0.06373322784
24	0.05896246648
25	0.0537898498
26	0.04906465765
27	0.0453962944
28	0.04246439588
29	0.03900918211
30	0.03603722235
31	0.03350386476
32	0.03118573555
33	0.02844213967
34	0.02672708383
35	0.02463686536
36	0.02272341574
37	0.02135588286
38	0.01987074083
39	0.01880284422
40	0.0177520245
41	0.01678126624
42	0.0157886278
43	0.01483981998
44	0.01403825943
45	0.01296739892
46	0.01235575752
47	0.01168909571
48	0.01109279447
49	0.01054699887
50	0.009955439876
51	0.009465190879
52	0.009049020039
53	0.008725188885
54	0.008197477262
55	0.007845969448
56	0.007534733726
57	0.007233244206
58	0.006975631086
59	0.006700512443
60	0.006425699437
61	0.006170930463
62	0.005888048335
63	0.005614478227
64	0.005437554943
65	0.005193363542
66	0.005011910248
67	0.004802528294
68	0.004598919709
69	0.004440497469
70	0.004293351007
71	0.004178732573
72	0.004034844093
73	0.003869235196
74	0.003756638089
75	0.003653807759
76	0.00354251389
77	0.003423695129
78	0.003330668336
79	0.003253419125
80	0.003147659109
81	0.003071578582
82	0.00298527652
83	0.002867622513
84	0.002715427706
85	0.002652675496
86	0.002567897463
87	0.002490053622
88	0.002439547279
89	0.002397925017
90	0.002325131602
91	0.002291863292
92	0.002237174425
93	0.002150936403
94	0.002095493844
95	0.002041796335
96	0.001981611762
97	0.001939685711
98	0.001900580223
99	0.00181336587
100	0.001769071009
101	0.001731756347
102	0.00170098331
103	0.001661956428
104	0.001626114701
105	0.001601251438
106	0.001572739823
107	0.001553838467
108	0.001532676962
109	0.001487573616
110	0.001469083785
111	0.001445074551
112	0.001392928814
113	0.001360862711
114	0.001341273207
115	0.001320357576
116	0.001291986758
117	0.001273898395
118	0.001256834104
119	0.001236729269
120	0.001206097955
121	0.001189560786
122	0.001169661829
123	0.001146894105
124	0.001133778256
125	0.001112197481
126	0.001099073771
127	0.001085111522
128	0.001074554987
129	0.001061585483
130	0.001046422991
131	0.001017626546
132	0.001005342762
133	0.0009961827526
134	0.0009804489816
135	0.0009646128495
136	0.0009508815047
137	0.0009348578168
138	0.0009250271142
139	0.0009155702519
140	0.0009054132194
141	0.0008932442238
142	0.000880961481
143	0.0008722435715
144	0.0008618351737
145	0.0008530309133
146	0.0008409531237
147	0.0008218816093
148	0.000811403969
149	0.0008040097011
150	0.0008040050195
151	0.0007954977274
152	0.0007849686465
153	0.0007755052529
154	0.000764294324
155	0.0007642977919
156	0.0007572786359
157	0.0007498081319
158	0.0007408010569
159	0.0007312248986
160	0.0007222666054
161	0.0007157971701
162	0.0007157983261
163	0.0007102814088
164	0.000710269329
165	0.0007010019298
166	0.0006923689262
167	0.000692363262
168	0.0006863763857
169	0.000679462076
170	0.0006686455635
171	0.0006686413442
172	0.0006590457079
173	0.00065121905
174	0.0006512102069
175	0.0006382266003
176	0.0006382109948
177	0.0006382087984
178	0.0006382083938
179	0.0006382093764
180	0.0006382019782
181	0.0006381937708
182	0.0006298241546
183	0.0006232655942
184	0.0006232655942
185	0.0006232643226
186	0.0006178375131
187	0.0006178375131
188	0.0006178410966
189	0.0006178432929
190	0.0006178368773
191	0.0006178368773
192	0.0006178328892
193	0.0006091349201
194	0.0006091291403
195	0.0006091228981
196	0.000609112032
197	0.0006017377624
198	0.0006017377624
199	0.0006017311156
200	0.0006017337743
201	0.0005944674722
202	0.0005944651024
203	0.0005944709979
204	0.0005944693217
205	0.0005944693217
206	0.0005944555079
207	0.0005944555079
208	0.0005858722109
209	0.0005858853311
210	0.0005858778751
211	0.0005773404701
212	0.0005773304132
213	0.0005773409903
214	0.0005773375802
215	0.0005773375802
216	0.0005663588275
217	0.0005663528165
218	0.0005554190311
219	0.0005554190311
220	0.000545453427
221	0.0005454378214
222	0.0005454489187
223	0.0005454285737
224	0.0005454476471
225	0.0005454131993
226	0.0005454131993
227	0.0005454234874
228	0.0005454188057
229	0.0005454188057
230	0.0005454153956
231	0.0005454090378
232	0.0005372406179
233	0.0005372198682
234	0.0005372198682
235	0.0005372414271
236	0.0005302401307
237	0.0005302402463
238	0.0005302402463
239	0.0005302378766
240	0.0005302466619
241	0.0005302466619
242	0.0005302299004
243	0.0005302299004
244	0.0005302250453
245	0.0005302250453
246	0.0005302250453
247	0.000530221693
248	0.0005302299582
249	0.0005302312875
250	0.0005301947589
251	0.000530206203
252	0.0005302132544
253	0.0005301970131
254	0.0005301970131
255	0.0005302101333
256	0.0005302101333
257	0.0005302055094
258	0.0005302055094
259	0.0005254623397
260	0.0005254597965
261	0.0005254476589
262	0.0005254425726
263	0.0005254425726
264	0.0005254539011
265	0.0005254297414
266	0.0005254162165
267	0.0005158787254
268	0.0005158787254
269	0.0005158566464
270	0.0005158808639
271	0.0005158516179
272	0.0005158775116
273	0.0005158731189
274	0.0005158749107
275	0.0005158517335
276	0.0005158508087
277	0.0005158516757
278	0.0005158516757
279	0.0005158494794
280	0.0005158399426
281	0.0005027865734
282	0.0005027870936
283	0.0005027882496
284	0.0005027704476
285	0.0005027572696
286	0.0005027746091
287	0.0005027756495
288	0.0004944715767
289	0.000494469207
290	0.0004944505959
291	0.0004944551041
292	0.0004944635427
293	0.0004944425619
294	0.000494432505
295	0.0004944377068
296	0.0004944377068
297	0.0004944425619
298	0.0004944475903
299	0.0004944475903
300	0.000494432216
301	0.000494437071
302	0.0004944154544
303	0.0004944274187
304	0.0004944325628
305	0.000494436493
306	0.000494436493
307	0.0004944302508
308	0.0004944065535
309	0.0004944230838
310	0.0004944094434
311	0.0004944117553
312	0.0004944117553
313	0.0004944169572
314	0.0004944169572
315	0.0004944090966
316	0.0004944110617
317	0.0004944133737
318	0.0004944055131
319	0.0004944055131
320	0.0004944153966
321	0.0004943972479
322	0.0004943939534
323	0.0004943855726
324	0.0004943925084
325	0.0004943745909
326	0.0004943852836
327	0.000494388636
328	0.0004943919883
329	0.0004943830295
330	0.0004943697937
331	0.0004943697937
332	0.0004943595633
333	0.0004943657478
334	0.0004943598523
335	0.0004943598523
336	0.0004943661524
337	0.0004943491018
338	0.0004943640716
339	0.0004943454605
340	0.0004943517028
341	0.0004943452871
342	0.0004943437844
343	0.000494327254
344	0.0004943230925
345	0.0004943230925
346	0.0004943230925
347	0.0004943230925
348	0.0004943257513
349	0.0004943180063
350	0.000494315232
351	0.0004943047126
352	0.000494320954
353	0.0004863607818
354	0.0004863568515
355	0.0004863736131
356	0.0004863524588
357	0.0004863499735
358	0.0004863715323
359	0.0004863617066
360	0.0004863613598
361	0.0004863482973
362	0.0004863547708
363	0.0004863395698
364	0.000486347835
365	0.0004863372
366	0.0004863372
367	0.0004863401478
368	0.0004863274321
369	0.000486332634
370	0.0004863370844
371	0.0004863347147
372	0.0004863224036
373	0.0004863268541
374	0.0004863102082
375	0.0004863102082
376	0.0004863230972
377	0.0004863221725
378	0.000486317722
379	0.000486317722
380	0.0004863178954
381	0.0004863193981
382	0.0004863092834
383	0.0004862998623
384	0.000486303099
385	0.0004862781879
386	0.0004862781879
387	0.0004863155834
388	0.0004863029256
389	0.0004862884182
390	0.0004862879558
391	0.0004862850659
392	0.0004862901521
393	0.0004862901521
394	0.0004862681887
395	0.0004862694025
396	0.0004862695181
397	0.0004862695181
398	0.000486264374
399	0.0004862639116
400	0.0004862477859
401	0.000486256629
402	0.0004862581318
403	0.0004783189115
404	0.0004782952431
405	0.0004782947518
406	0.0004782864577
407	0.0004782983064
408	0.0004783023812
409	0.0004783023812
410	0.0004782854173
411	0.0004782997514
412	0.0004782949541
413	0.0004782815449
414	0.000478283799
415	0.0004782730485
416	0.000478272037
417	0.0004782831921
418	0.0004782652746
419	0.0004782640608
420	0.000478258281
421	0.0004782662861
422	0.000478257414
423	0.0004782603617
424	0.0004782558535
425	0.0004782535993
426	0.0004782445539
427	0.0004782462878
428	0.0004782502759
429	0.0004782449585
430	0.0004782495534
431	0.0004782422419
432	0.0004782322428
433	0.0004782322428
434	0.0004782329653
435	0.0004782298153
436	0.0004782322717
437	0.000478227879
438	0.0004782156547
439	0.0004782375025
440	0.0004782229373
441	0.000478210684
442	0.0004782203074
443	0.0004782090945
444	0.0004782058578
445	0.0004781991532
446	0.0004782163771
447	0.0004782163771
448	0.0004781991821
449	0.0004781875935
450	0.0004781875068
451	0.0004782002514
452	0.0004781945004
453	0.0004781945004
454	0.0004781838944
455	0.0004781773343
456	0.0004781750224
457	0.0004781734907
458	0.0004781640118
459	0.000478174849
460	0.000478174849
461	0.0004781874201
462	0.0004781724503
463	0.0004781600237
464	0.0004781574805
465	0.0004781574805
466	0.0004781630581
467	0.0004781630581
468	0.000478165081
469	0.0004781454007
470	0.0004781406323
471	0.0004781564691
472	0.000478159937
473	0.0004781422218
474	0.0004781416438
475	0.0004781490131
476	0.0004781496489
477	0.0004781529434
478	0.0004781406901
479	0.0004781390139
480	0.0004781270786
481	0.0004781303731
482	0.000478126096
483	0.0004781330607
484	0.0004781061844
485	0.000478133263
486	0.0004781208652
487	0.0004781208652
488	0.0004781115308
489	0.0004781153166
490	0.0004781071959
491	0.0004781021963
492	0.0004781053753
493	0.0004781053753
494	0.000478102023
495	0.0004780861862
496	0.0004780902899
497	0.0004780865908
498	0.0004780852614
499	0.0004780778054
500	0.0004780778054
501	0.0004780964743
502	0.0004780819091
503	0.0004780819091
504	0.0004780753201
505	0.0004780753201
506	0.0004780730659
507	0.0004780671416
508	0.0004780715054
509	0.0004780584429
510	0.0004780584429
511	0.0004780593099
512	0.0004780499466
513	0.000478069049
514	0.0004780511025
515	0.0004780575471
516	0.0004780516516
517	0.0004780433576
518	0.0004780430686
519	0.0004780436465
520	0.0004780463053
521	0.0004780381557
522	0.0004780381557
523	0.0004780443979
524	0.0004780490218
525	0.0004780340231
526	0.0004780360172
527	0.0004780394273
528	0.0004780394273
529	0.0004780384447
530	0.0004780235327
531	0.0004780390227
532	0.0004780346011
533	0.0004780239373
534	0.0004780270006
535	0.0004780158455
536	0.0004780158455
537	0.0004780183886
538	0.0004780099212
539	0.0004780196313
540	0.0004780076381
541	0.0004780120886
542	0.0004780067712
543	0.0004780091409
544	0.000478007089
545	0.0004780096611
546	0.0004779972055
547	0.0004779920904
548	0.0004779701848
549	0.0004779869752
550	0.0004779764848
551	0.0004779689421
552	0.0004779709361
553	0.0004779602723
554	0.0004779664279
555	0.0004779639136
556	0.0004779639136
557	0.0004779566021
558	0.0004779566021
559	0.0004779556195
560	0.0004779541168
561	0.0004779504466
562	0.00047795377
563	0.0004779524695
564	0.0004779429617
565	0.0004779414011
566	0.0004779423837
567	0.0004779300726
568	0.0004779435686
569	0.0004779326447
570	0.0004779383089
571	0.0004779317488
572	0.0004779156519
573	0.0004779229923
574	0.0004779380488
575	0.0004779335983
576	0.0004779133689
577	0.0004779089762
578	0.0004779203336
579	0.0004779237726
580	0.0004779062886
581	0.0004779181373
582	0.0004779070689
583	0.000477913629
584	0.0004778954514
585	0.0004779000753
586	0.0004779048725
587	0.0004778870128
588	0.0004778971275
589	0.0004778911454
590	0.0004778785165
591	0.0004778818688
592	0.0004778879087
593	0.0004778799325
594	0.0004778801059
595	0.0004778801059
596	0.0004778751641
597	0.0004778755687
598	0.000477874066
599	0.0004778617549
600	0.000477861148
601	0.0004778603966
602	0.0004778585471
603	0.0004778519003
604	0.0004778645292
605	0.0004778548191
606	0.0004778547324
607	0.000477856004
608	0.0004778585471
609	0.0004778482012
610	0.000477862593
611	0.0004778579402
612	0.0004778456003
613	0.0004778464094
614	0.0004778351098
615	0.0004778351098
616	0.000477845658
617	0.000477846236
618	0.0004778362947
619	0.000477834763
620	0.000477834763
621	0.0004778331447
622	0.0004778350809
623	0.0004778451957
624	0.0004778363525
625	0.0004778274515
626	0.0004778255153
627	0.0004778217006
628	0.0004778146492
629	0.0004778127996
630	0.000477817568
631	0.0004778303126
632	0.0004778134065
633	0.0004778142446
634	0.0004778057193
635	0.0004777919922
636	0.0004777931482
637	0.0004777945931
638	0.0004778038987
639	0.0004778059505
640	0.0004777932349
641	0.0004777918766
642	0.0004777896803
643	0.0004777860679
644	0.00047777971
645	0.0004777811261
646	0.000477763093
647	0.0004777695086
648	0.0004777806348
649	0.0004777738435
650	0.0004777708091
651	0.0004777675435
652	0.0004777699999
653	0.0004777521113
654	0.0004777635265
655	0.000477753643
656	0.0004777533829
657	0.0004777377773
658	0.0004777625439
659	0.0004777373149
660	0.0004777328066
661	0.0004777441929
662	0.0004777441929
663	0.000477724108
664	0.0004777260442
665	0.0004777268534
666	0.0004777283273
667	0.0004777190795
668	0.0004777145423
669	0.000477712346
670	0.000477712346
671	0.0004777245415
672	0.0004777245415
673	0.000477711479
674	0.000477712057
675	0.0004777162763
676	0.0004777001505
677	0.0004776974629
678	0.0004777008152
679	0.0004776967693
680	0.0004776918275
681	0.0004776940528
682	0.0004776940528
683	0.0004776858743
684	0.0004776943129
685	0.0004777006707
686	0.0004776951221
687	0.0004776935326
688	0.0004776872615
689	0.0004776794298
690	0.0004776731009
691	0.0004776854119
692	0.0004776605008
693	0.0004776640265
694	0.0004776615412
695	0.0004776617724
696	0.0004776543453
697	0.0004776543453
698	0.0004776526113
699	0.0004776646623
700	0.0004776571485
701	0.0004776728408
702	0.0004776552989
703	0.0004776561081
704	0.0004776636797
705	0.0004776636797
706	0.0004776590847
707	0.000477652698
708	0.000477652698
709	0.000477652698
710	0.0004776556457
711	0.0004776371791
712	0.0004776421498
713	0.0004776407915
714	0.0004776442016
715	0.0004776524379
716	0.0004776378727
717	0.0004776397801
718	0.0004776377282
719	0.000477646398
720	0.0004776340869
721	0.0004776434503
722	0.0004776320351
723	0.0004776267754
724	0.0004776267754
725	0.0004776333355
726	0.00047762718
727	0.0004776320351
728	0.0004776324397
729	0.0004776187414
730	0.0004776208511
731	0.0004776243479
732	0.0004776274112
733	0.0004776274112
734	0.0004776148689
735	0.0004776278447
736	0.0004776278447
737	0.0004776278447
738	0.0004776109676
739	0.0004776109676
740	0.0004776107364
741	0.0004776119212
742	0.0004776127593
743	0.0004776031359
744	0.0004776137419
745	0.0004775918363
746	0.0004775969225
747	0.0004775981652
748	0.0004775981652
749	0.0004775952464
750	0.0004775951886
751	0.0004775894665
752	0.0004776000726
753	0.0004775857096
754	0.0004775822417
755	0.0004775831376
756	0.000477602529
757	0.0004775809124
758	0.0004775809124
759	0.0004775794963
760	0.000477589322
761	0.0004775784848
762	0.0004775744967
763	0.0004775778491
764	0.0004775800743
765	0.0004775827619
766	0.000477573861
767	0.0004775761729
768	0.0004775761729
769	0.0004775741789
770	0.0004775661738
771	0.0004775798431
772	0.000477572705
773	0.0004775550765
774	0.0004775633706
775	0.0004775527067
776	0.0004775623013
777	0.0004775555967
778	0.0004775604517
779	0.00047754947
780	0.0004775461177
781	0.0004775489498
782	0.0004775474471
783	0.0004775381126
784	0.0004775339512
785	0.000477535714
786	0.0004775334021
787	0.0004775400778
788	0.0004775316103
789	0.0004775318704
790	0.0004775318704
791	0.0004775355984
792	0.0004775330553
793	0.0004775243855
794	0.0004775218135
795	0.0004775227094
796	0.0004775266686
797	0.0004775166405
798	0.0004775102249
799	0.0004775157447
800	0.0004775078552
801	0.0004774980005
802	0.0004775094735
803	0.0004775091845
804	0.0004775116121
805	0.0004775116121
806	0.0004774925386
807	0.0004775010928
808	0.0004774984918
809	0.0004774877413
810	0.0004775013817
811	0.0004775013817
812	0.0004775013817
813	0.000477494128
814	0.0004774904867
815	0.0004774831752
816	0.000477473494
817	0.0004774852271
818	0.0004774926542
819	0.0004774828862
820	0.0004774828862
821	0.0004774739564
822	0.0004774853138
823	0.0004774767885
824	0.0004774819615
825	0.0004774819615
826	0.0004774753147
827	0.0004774753147
828	0.0004774612118
829	0.0004774612118
830	0.0004774699105
831	0.0004774605761
832	0.0004774605761
833	0.0004774571082
834	0.0004774691302
835	0.0004774549118
836	0.0004774491898
837	0.0004774576283
838	0.0004774573393
839	0.0004774668472
840	0.0004774553453
841	0.000477449421
842	0.0004774370232
843	0.0004774651999
844	0.0004774517618
845	0.0004774440746
846	0.0004774304053
847	0.00047743107
848	0.0004774463865
849	0.0004774271108
850	0.0004774271108
851	0.0004774532935
852	0.0004774415604
853	0.0004774415604
854	0.0004774298273
855	0.0004774212731
856	0.0004774294805
857	0.0004774302897
858	0.0004774302897
859	0.0004774307521
860	0.0004774207818
861	0.0004774170538
862	0.0004774138749
863	0.0004774104648
864	0.0004774183832
865	0.0004774183832
866	0.000477410696
867	0.000477410696
868	0.0004774008125
869	0.0004774008125
870	0.0004774165915
871	0.0004774018818
872	0.0004773971423
873	0.0004773963042
874	0.0004773963042
875	0.0004774036157
876	0.000477406968
877	0.0004773961308
878	0.0004773931253
879	0.0004774002345
880	0.0004774002345
881	0.000477400957
882	0.000477400957
883	0.0004773895996
884	0.0004773801207
885	0.0004773925473
886	0.0004773863629
887	0.0004773867675
888	0.0004773816812
889	0.0004773767105
890	0.0004773767105
891	0.000477386912
892	0.0004773684454
893	0.0004773684454
894	0.000477360527
895	0.000477365671
896	0.000477364833
897	0.0004773639371
898	0.0004773798028
899	0.0004773689367
900	0.0004773636481
901	0.0004773709596
902	0.0004773737917
903	0.0004773629834
904	0.0004773629834
905	0.0004773509902
906	0.0004773495453
907	0.0004773604114
908	0.0004773646307
909	0.0004773646307
910	0.0004773683876
911	0.0004773683876
912	0.0004773616541
913	0.0004773616541
914	0.0004773629834
915	0.0004773629834
916	0.0004773629834
917	0.0004773491696
918	0.0004773523196
919	0.000477341309
920	0.0004773219754
921	0.0004773311654
922	0.0004773311654
923	0.0004773307608
924	0.0004773286223
925	0.0004773333906
926	0.0004773333906
927	0.00047732553
928	0.0004773161089
929	0.0004773281021
930	0.0004773215708
931	0.0004773234493
932	0.0004773133924
933	0.0004773036533
934	0.0004773251544
935	0.0004773063121
936	0.0004773095199
937	0.000477324114
938	0.0004773002432
939	0.0004772993763
940	0.0004773044625
941	0.0004773089708
942	0.0004773089708
943	0.0004773045203
944	0.0004773045203
945	0.0004773045203
946	0.0004773045203
947	0.000477293712
948	0.0004773021506
949	0.0004773021506
950	0.000477295735
951	0.000477295735
952	0.0004772919781
953	0.0004772796381
954	0.0004772797537
955	0.0004772803606
956	0.0004772872386
957	0.0004772842331
958	0.0004772834239
959	0.0004772834239
960	0.0004772800138
961	0.0004772800138
962	0.0004772774418
963	0.0004772756211
964	0.0004772756211
965	0.000477277933
966	0.000477277933
967	0.000477277933
968	0.0004772644082
969	0.0004772612293
970	0.0004772612293
971	0.0004772612293
972	0.0004772614027
973	0.0004772722688
974	0.0004772622986
975	0.0004772622986
976	0.0004772622986
977	0.0004772772395
978	0.0004772772395
979	0.0004772734826
980	0.0004772744651
981	0.00047725386
982	0.0004772696101
983	0.0004772503632
984	0.0004772551605
985	0.0004772497852
986	0.0004772638013
987	0.0004772451324
988	0.000477243832
989	0.000477258744
990	0.0004772486003
991	0.000477236376
992	0.0004772388613
993	0.0004772425893
994	0.0004772208282
995	0.0004772208282
996	0.0004772310585
997	0.0004772280819
998	0.0004772420402
999	0.0004772220709
997	0.0004288543845
998	0.0004288543845
999	0.0004288543845
